ds,temp_mean,temp_min,temp_max,precip
1975-01-11 18:30:00,-1.9940524,-6.327125,2.897875,0.7375001
1975-01-12 18:30:00,-4.1143646,-8.545876,1.6166248,0.0
1975-01-13 18:30:00,-1.8807704,-5.9708753,3.3791249,0.2375
1975-01-14 18:30:00,-0.9117604,-3.789625,3.266625,9.55
1975-01-15 18:30:00,-1.8878021,-5.695875,1.8228748,6.0499997
1975-01-16 18:30:00,-4.2104588,-8.414625,1.5166249,0.0
1975-01-17 18:30:00,-4.5771246,-8.845875,1.654125,0.0
1975-01-18 18:30:00,-1.7310314,-5.627125,2.972875,0.7375001
1975-01-19 18:30:00,-0.25212502,-3.620875,4.604125,0.40000004
1975-01-20 18:30:00,-1.2112397,-3.902125,2.291625,7.875
1975-01-21 18:30:00,-1.7758231,-3.7333748,0.27287507,25.7875
1975-01-22 18:30:00,-2.4549897,-6.277125,1.204125,6.7000003
1975-01-23 18:30:00,-4.8849373,-9.452126,0.8603749,0.0
1975-01-24 18:30:00,-5.9802494,-11.445875,0.46037507,0.0
1975-01-25 18:30:00,-2.6909273,-7.7646246,2.0853748,2.1375
1975-01-26 18:30:00,-0.28311455,-3.058375,2.6166248,9.55
1975-01-27 18:30:00,-0.85967684,-6.689625,4.266625,0.6375
1975-01-28 18:30:00,1.2041254,-0.6208749,3.9478748,11.2
1975-01-29 18:30:00,0.9757396,-0.17087507,2.6603749,14.5
1975-01-30 18:30:00,-0.5042081,-2.9146252,1.585375,14.5
1975-01-31 18:30:00,-1.8721769,-5.458375,2.0166252,5.4
1975-02-01 18:30:00,-3.368792,-7.508375,2.247875,0.36249992
1975-02-02 18:30:00,-3.2995207,-8.152124,2.479125,0.0625
1975-02-03 18:30:00,-1.6180105,-4.070875,1.0353749,9.175
1975-02-04 18:30:00,-0.81905216,-3.364625,1.997875,12.0125
1975-02-05 18:30:00,-1.2432706,-4.052125,2.4916248,7.4874997
1975-02-06 18:30:00,-0.791188,-3.9708748,2.579125,5.6625
1975-02-07 18:30:00,0.6621983,-2.395875,4.235375,11.25
1975-02-08 18:30:00,0.26402116,-2.945875,3.9416249,7.8374996
